"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","301","TC-BOOK-N04: Create booking with a malformed JSON body returns a client error truncated object","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingNegativeTests","com.flamingo.qa.api.booking.BookingNegativeTests","createBookingWithMalformedJsonBody"
"","925","TC-BOOK-008: Get booking ids filtered by checkin/checkout date returns a valid list","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","getBookingIdsFilteredByCheckinAndCheckout"
"","115","TC-GQL-003: Query movies with pagination returns a limited number of results","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.graphql.GraphQLPositiveTests","com.flamingo.qa.api.graphql.GraphQLPositiveTests","queryMoviesWithPagination"
"","330","TC-AUTH-002: Authentication with invalid credentials returns no token","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.auth.AuthTests","com.flamingo.qa.api.auth.AuthTests","createTokenWithInvalidCredentials"
"","4237","TC-GQL-005: Query movies ordered by title returns results sorted ascending","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.graphql.GraphQLPositiveTests","com.flamingo.qa.api.graphql.GraphQLPositiveTests","queryMoviesOrderedByTitle"
"","856","unauthenticatedRequestReturns403(String, Function) TC-BOOK-N03: Delete booking without an auth token returns 403","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingNegativeTests","com.flamingo.qa.api.booking.BookingNegativeTests","unauthenticatedRequestReturns403"
"","44","invalidQueryReturnsGraphQLError(String, String) TC-GQL-N02: Query with malformed syntax returns a GraphQL syntax error","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.graphql.GraphQLNegativeTests","com.flamingo.qa.api.graphql.GraphQLNegativeTests","invalidQueryReturnsGraphQLError"
"","1670","TC-UI-FORM-N01: Submitting the form without any required data shows no success modal","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.form.PracticeFormTests","com.flamingo.qa.ui.form.PracticeFormTests","submitEmptyFormShowsNoSuccessModal"
"","112","TC-GQL-004: Query movies connection returns pagination info","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.graphql.GraphQLPositiveTests","com.flamingo.qa.api.graphql.GraphQLPositiveTests","queryMoviesConnection"
"","892","TC-BOOK-003: Update booking with a valid token updates all fields","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","updateBookingWithValidTokenAndData"
"","868","TC-BOOK-007: Get booking ids filtered by first/last name includes the matching booking","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","getBookingIdsFilteredByFirstNameAndLastName"
"","4516","TC-BOOK-002: Get booking by id returns the matching booking data","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","getBookingWithValidId"
"","3225","TC-UI-TABLE-002: Editing an existing record updates its values in the table","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.webtables.WebTablesTests","com.flamingo.qa.ui.webtables.WebTablesTests","editRecordUpdatesItsValues"
"","867","TC-BOOK-009: Update booking (PUT) with Basic auth updates all fields","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingCrudTests","com.flamingo.qa.api.booking.BookingCrudTests","updateBookingWithBasicAuth"
"","3366","TC-BOOK-N01: Get booking with a non-existent id returns 404","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.booking.BookingNegativeTests","com.flamingo.qa.api.booking.BookingNegativeTests","getBookingWithNonExistentId"
"","4211","TC-GQL-N03: Query a movie with a non-existent id returns null data","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.api.graphql.GraphQLNegativeTests","com.flamingo.qa.api.graphql.GraphQLNegativeTests","queryMovieWithNonExistentId"
"","2284","TC-UI-TABLE-004: Searching filters the table to only matching records","","2026-09-18","passed","2026-09-18","","com.flamingo.qa.ui.webtables.WebTablesTests","com.flamingo.qa.ui.webtables.WebTablesTests","searchFiltersTableToMatchingRecords"
